Timestamp,Distance (mm)
2024-05-27 14:42:03,161
2024-05-27 14:42:05,161
2024-05-27 14:42:07,163
2024-05-27 14:42:09,160
2024-05-27 14:42:11,159
2024-05-27 14:42:13,160
2024-05-27 14:42:15,160
2024-05-27 14:42:17,159
2024-05-27 14:42:19,163
2024-05-27 14:42:21,161
2024-05-27 14:42:23,162
2024-05-27 14:42:25,161
2024-05-27 14:42:27,161
2024-05-27 14:42:29,158
2024-05-27 14:42:31,158
2024-05-27 14:42:33,160
2024-05-27 14:42:35,160
2024-05-27 14:42:37,160
2024-05-27 14:42:39,160
2024-05-27 14:42:41,159
2024-05-27 14:42:43,161
2024-05-27 14:42:45,161
2024-05-27 14:42:47,160
2024-05-27 14:42:49,161
2024-05-27 14:42:51,161
2024-05-27 14:42:53,162
2024-05-27 14:42:55,157
2024-05-27 14:42:57,160
2024-05-27 14:42:59,160
2024-05-27 14:43:01,157
2024-05-27 14:43:03,159
2024-05-27 14:43:05,161
2024-05-27 14:43:07,159
2024-05-27 14:43:09,162
2024-05-27 14:43:11,158
2024-05-27 14:43:13,159
2024-05-27 14:43:15,161
2024-05-27 14:43:17,161
2024-05-27 14:43:19,159
2024-05-27 14:43:21,162
2024-05-27 14:43:23,161
2024-05-27 14:43:25,161
2024-05-27 14:43:27,162
2024-05-27 14:43:29,162
2024-05-27 14:43:31,162
2024-05-27 14:43:33,160
2024-05-27 14:43:35,159
2024-05-27 14:43:37,161
2024-05-27 14:43:39,159
2024-05-27 14:43:41,160
2024-05-27 14:43:43,161
2024-05-27 14:43:45,159
2024-05-27 14:43:47,158
2024-05-27 14:43:49,162
2024-05-27 14:43:51,162
2024-05-27 14:43:53,159
2024-05-27 14:43:55,158
2024-05-27 14:43:57,160
2024-05-27 14:43:59,161
2024-05-27 14:44:01,160
2024-05-27 14:44:03,160
2024-05-27 14:44:05,159
2024-05-27 14:44:07,158
2024-05-27 14:44:09,159
2024-05-27 14:44:11,160
2024-05-27 14:44:13,159
2024-05-27 14:44:15,162
2024-05-27 14:44:17,160
2024-05-27 14:44:19,161
2024-05-27 14:44:21,162
2024-05-27 14:44:23,160
2024-05-27 14:44:25,159
2024-05-27 14:44:27,159
2024-05-27 14:44:29,158
2024-05-27 14:44:31,161
2024-05-27 14:44:33,160
2024-05-27 14:44:35,159
2024-05-27 14:44:37,161
2024-05-27 14:44:39,160
2024-05-27 14:44:41,159
2024-05-27 14:44:43,160
2024-05-27 14:44:45,161
2024-05-27 14:44:47,162
2024-05-27 14:44:49,162
2024-05-27 14:44:51,159
2024-05-27 14:44:53,157
2024-05-27 14:44:55,161
2024-05-27 14:44:57,161
2024-05-27 14:44:59,160
2024-05-27 14:45:01,160
2024-05-27 14:45:03,160
2024-05-27 14:45:05,158
2024-05-27 14:45:07,160
2024-05-27 14:45:09,158
2024-05-27 14:45:11,160
2024-05-27 14:45:13,161
2024-05-27 14:45:15,159
2024-05-27 14:45:17,161
2024-05-27 14:45:19,162
2024-05-27 14:45:21,158
2024-05-27 14:45:23,163
2024-05-27 14:45:25,159
2024-05-27 14:45:27,158
2024-05-27 14:45:29,162
2024-05-27 14:45:31,158
2024-05-27 14:45:33,160
2024-05-27 14:45:35,159
2024-05-27 14:45:37,160
2024-05-27 14:45:39,161
2024-05-27 14:45:41,161
2024-05-27 14:45:43,160
2024-05-27 14:45:45,159
2024-05-27 14:45:47,159
2024-05-27 14:45:49,161
2024-05-27 14:45:51,159
2024-05-27 14:45:53,159
2024-05-27 14:45:55,158
2024-05-27 14:45:57,162
2024-05-27 14:45:59,161
2024-05-27 14:46:01,162
2024-05-27 14:46:03,161
2024-05-27 14:46:05,159
2024-05-27 14:46:07,160
2024-05-27 14:46:09,160
2024-05-27 14:46:11,161
2024-05-27 14:46:13,162
2024-05-27 14:46:15,157
2024-05-27 14:46:17,159
2024-05-27 14:46:19,161
2024-05-27 14:46:21,159
2024-05-27 14:46:23,162
2024-05-27 14:46:25,162
2024-05-27 14:46:27,160
2024-05-27 14:46:29,160
2024-05-27 14:46:31,162
2024-05-27 14:46:33,160
2024-05-27 14:46:35,161
2024-05-27 14:46:37,162
2024-05-27 14:46:39,160
2024-05-27 14:46:41,160
2024-05-27 14:46:43,160
2024-05-27 14:46:45,159
2024-05-27 14:46:47,159
2024-05-27 14:46:49,160
2024-05-27 14:46:51,160
2024-05-27 14:46:53,161
2024-05-27 14:46:55,159
2024-05-27 14:46:57,162
2024-05-27 14:46:59,162
2024-05-27 14:47:01,161
2024-05-27 14:47:03,160
2024-05-27 14:47:05,158
2024-05-27 14:47:07,163
2024-05-27 14:47:09,160
2024-05-27 14:47:11,162
2024-05-27 14:47:13,160
2024-05-27 14:47:15,160
2024-05-27 14:47:17,160
2024-05-27 14:47:19,161
2024-05-27 14:47:21,160
2024-05-27 14:47:23,161
2024-05-27 14:47:25,163
2024-05-27 14:47:27,161
2024-05-27 14:47:29,159
2024-05-27 14:47:31,161
2024-05-27 14:47:33,158
2024-05-27 14:47:35,162
2024-05-27 14:47:37,162
2024-05-27 14:47:39,163
2024-05-27 14:47:41,161
2024-05-27 14:47:43,162
2024-05-27 14:47:45,161
2024-05-27 14:47:47,160
2024-05-27 14:47:49,159
2024-05-27 14:47:51,159
2024-05-27 14:47:53,160
2024-05-27 14:47:55,159
2024-05-27 14:47:57,161
2024-05-27 14:47:59,159
2024-05-27 14:48:01,161
2024-05-27 14:48:03,160
2024-05-27 14:48:05,159
2024-05-27 14:48:07,160
2024-05-27 14:48:09,159
2024-05-27 14:48:11,164
2024-05-27 14:48:13,161
2024-05-27 14:48:15,160
2024-05-27 14:48:17,160
2024-05-27 14:48:19,159
2024-05-27 14:48:21,160
2024-05-27 14:48:23,159
2024-05-27 14:48:25,160
2024-05-27 14:48:27,162
2024-05-27 14:48:29,159
2024-05-27 14:48:31,161
2024-05-27 14:48:33,161
2024-05-27 14:48:35,159
2024-05-27 14:48:37,160
2024-05-27 14:48:39,161
2024-05-27 14:48:41,159
2024-05-27 14:48:43,157
2024-05-27 14:48:45,158
2024-05-27 14:48:47,161
2024-05-27 14:48:49,160
2024-05-27 14:48:51,161
2024-05-27 14:48:53,162
2024-05-27 14:48:55,159
2024-05-27 14:48:57,160
2024-05-27 14:48:59,160
2024-05-27 14:49:01,160
2024-05-27 14:49:03,160
2024-05-27 14:49:05,160
2024-05-27 14:49:07,160
2024-05-27 14:49:09,161
2024-05-27 14:49:11,163
2024-05-27 14:49:13,160
2024-05-27 14:49:15,159
2024-05-27 14:49:17,163
2024-05-27 14:49:19,162
2024-05-27 14:49:21,160
2024-05-27 14:49:23,163
2024-05-27 14:49:25,161
2024-05-27 14:49:27,161
2024-05-27 14:49:29,157
2024-05-27 14:49:31,161
2024-05-27 14:49:33,160
2024-05-27 14:49:35,163
2024-05-27 14:49:37,158
2024-05-27 14:49:39,160
2024-05-27 14:49:41,158
2024-05-27 14:49:43,162
2024-05-27 14:49:45,160
2024-05-27 14:49:47,162
2024-05-27 14:49:49,162
2024-05-27 14:49:51,162
2024-05-27 14:49:53,160
2024-05-27 14:49:55,161
2024-05-27 14:49:57,160
2024-05-27 14:49:59,161
2024-05-27 14:50:01,162
2024-05-27 14:50:03,162
2024-05-27 14:50:05,163
2024-05-27 14:50:07,160
2024-05-27 14:50:09,159
2024-05-27 14:50:11,161
2024-05-27 14:50:13,160
2024-05-27 14:50:15,159
2024-05-27 14:50:17,160
2024-05-27 14:50:19,163
2024-05-27 14:50:21,158
2024-05-27 14:50:23,160
2024-05-27 14:50:25,161
2024-05-27 14:50:27,160
2024-05-27 14:50:29,160
2024-05-27 14:50:31,156
2024-05-27 14:50:33,161
2024-05-27 14:50:35,159
2024-05-27 14:50:37,158
2024-05-27 14:50:39,162
2024-05-27 14:50:41,162
2024-05-27 14:50:43,163
2024-05-27 14:50:45,159
2024-05-27 14:50:47,161
2024-05-27 14:50:49,161
2024-05-27 14:50:51,162
2024-05-27 14:50:53,160
2024-05-27 14:50:55,161
2024-05-27 14:50:57,161
2024-05-27 14:50:59,163
2024-05-27 14:51:01,161
2024-05-27 14:51:03,162
2024-05-27 14:51:05,162
2024-05-27 14:51:07,160
2024-05-27 14:51:09,160
2024-05-27 14:51:11,159
2024-05-27 14:51:13,162
2024-05-27 14:51:15,162
2024-05-27 14:51:17,160
2024-05-27 14:51:19,160
2024-05-27 14:51:21,160
2024-05-27 14:51:23,160
2024-05-27 14:51:25,162
2024-05-27 14:51:27,161
2024-05-27 14:51:29,159
2024-05-27 14:51:31,159
2024-05-27 14:51:33,158
2024-05-27 14:51:35,158
2024-05-27 14:51:37,158
2024-05-27 14:51:39,160
2024-05-27 14:51:41,161
2024-05-27 14:51:43,162
2024-05-27 14:51:45,160
2024-05-27 14:51:47,159
2024-05-27 14:51:49,159
2024-05-27 14:51:51,162
2024-05-27 14:51:53,159
2024-05-27 14:51:55,160
2024-05-27 14:51:57,159
2024-05-27 14:51:59,161
2024-05-27 14:52:01,161
2024-05-27 14:52:03,160
2024-05-27 14:52:05,161
2024-05-27 14:52:07,159
2024-05-27 14:52:09,163
2024-05-27 14:52:11,163
2024-05-27 14:52:13,160
2024-05-27 14:52:15,160
2024-05-27 14:52:17,159
2024-05-27 14:52:19,157
2024-05-27 14:52:21,161
2024-05-27 14:52:23,160
2024-05-27 14:52:25,161
2024-05-27 14:52:27,159
2024-05-27 14:52:29,158
2024-05-27 14:52:31,159
2024-05-27 14:52:33,160
2024-05-27 14:52:35,160
2024-05-27 14:52:37,161
2024-05-27 14:52:39,160
2024-05-27 14:52:41,159
2024-05-27 14:52:43,160
2024-05-27 14:52:45,159
2024-05-27 14:52:47,159
2024-05-27 14:52:49,164
2024-05-27 14:52:51,160
2024-05-27 14:52:53,161
2024-05-27 14:52:55,159
2024-05-27 14:52:57,161
2024-05-27 14:52:59,163
2024-05-27 14:53:01,159
2024-05-27 14:53:03,157
2024-05-27 14:53:05,162
2024-05-27 14:53:07,163
2024-05-27 14:53:09,164
2024-05-27 14:53:11,159
2024-05-27 14:53:13,162
2024-05-27 14:53:15,161
2024-05-27 14:53:17,161
2024-05-27 14:53:19,160
2024-05-27 14:53:21,160
2024-05-27 14:53:23,159
2024-05-27 14:53:25,160
2024-05-27 14:53:27,158
2024-05-27 14:53:29,160
2024-05-27 14:53:31,162
2024-05-27 14:53:33,160
2024-05-27 14:53:35,160
2024-05-27 14:53:37,161
2024-05-27 14:53:39,159
2024-05-27 14:53:41,161
2024-05-27 14:53:43,161
2024-05-27 14:53:45,157
2024-05-27 14:53:47,164
2024-05-27 14:53:49,163
2024-05-27 14:53:51,160
2024-05-27 14:53:53,162
2024-05-27 14:53:55,157
2024-05-27 14:53:57,160
2024-05-27 14:53:59,162
2024-05-27 14:54:01,160
2024-05-27 14:54:03,160
2024-05-27 14:54:05,162
2024-05-27 14:54:07,160
2024-05-27 14:54:09,159
2024-05-27 14:54:11,162
2024-05-27 14:54:13,160
2024-05-27 14:54:15,160
2024-05-27 14:54:17,159
2024-05-27 14:54:19,158
2024-05-27 14:54:21,159
2024-05-27 14:54:23,161
2024-05-27 14:54:25,159
2024-05-27 14:54:27,161
2024-05-27 14:54:29,162
2024-05-27 14:54:31,160
2024-05-27 14:54:33,161
2024-05-27 14:54:35,162
2024-05-27 14:54:37,159
2024-05-27 14:54:39,161
2024-05-27 14:54:41,161
2024-05-27 14:54:43,162
2024-05-27 14:54:45,161
2024-05-27 14:54:47,158
2024-05-27 14:54:49,162
2024-05-27 14:54:51,162
2024-05-27 14:54:53,158
2024-05-27 14:54:55,160
2024-05-27 14:54:57,161
2024-05-27 14:54:59,159
2024-05-27 14:55:01,164
2024-05-27 14:55:03,160
2024-05-27 14:55:05,159
2024-05-27 14:55:07,161
2024-05-27 14:55:09,162
2024-05-27 14:55:11,161
2024-05-27 14:55:13,160
2024-05-27 14:55:15,162
2024-05-27 14:55:17,161
2024-05-27 14:55:19,159
2024-05-27 14:55:21,162
2024-05-27 14:55:23,160
2024-05-27 14:55:25,162
2024-05-27 14:55:27,160
2024-05-27 14:55:29,160
2024-05-27 14:55:31,161
2024-05-27 14:55:33,161
2024-05-27 14:55:35,160
2024-05-27 14:55:37,162
2024-05-27 14:55:39,159
2024-05-27 14:55:41,162
2024-05-27 14:55:43,160
2024-05-27 14:55:45,158
2024-05-27 14:55:47,160
2024-05-27 14:55:49,159
2024-05-27 14:55:51,160
2024-05-27 14:55:53,162
2024-05-27 14:55:55,162
2024-05-27 14:55:57,162
2024-05-27 14:55:59,159
2024-05-27 14:56:01,160
2024-05-27 14:56:03,160
2024-05-27 14:56:05,161
2024-05-27 14:56:07,160
2024-05-27 14:56:09,160
2024-05-27 14:56:11,159
2024-05-27 14:56:13,158
2024-05-27 14:56:15,161
2024-05-27 14:56:17,161
2024-05-27 14:56:19,161
2024-05-27 14:56:21,161
2024-05-27 14:56:23,163
2024-05-27 14:56:25,161
2024-05-27 14:56:27,163
2024-05-27 14:56:29,158
2024-05-27 14:56:31,158
2024-05-27 14:56:33,159
2024-05-27 14:56:35,161
2024-05-27 14:56:37,159
2024-05-27 14:56:39,158
2024-05-27 14:56:41,161
2024-05-27 14:56:43,161
2024-05-27 14:56:45,159
2024-05-27 14:56:47,161
2024-05-27 14:56:49,161
2024-05-27 14:56:51,159
2024-05-27 14:56:53,163
2024-05-27 14:56:55,160
2024-05-27 14:56:57,161
2024-05-27 14:56:59,160
2024-05-27 14:57:01,160
2024-05-27 14:57:03,161
2024-05-27 14:57:05,160
2024-05-27 14:57:07,159
2024-05-27 14:57:09,160
2024-05-27 14:57:11,159
2024-05-27 14:57:13,161
2024-05-27 14:57:15,162
2024-05-27 14:57:17,161
2024-05-27 14:57:19,163
2024-05-27 14:57:21,159
2024-05-27 14:57:23,161
2024-05-27 14:57:25,160
2024-05-27 14:57:27,157
2024-05-27 14:57:29,159
2024-05-27 14:57:31,160
2024-05-27 14:57:33,159
2024-05-27 14:57:35,159
2024-05-27 14:57:37,159
2024-05-27 14:57:39,159
2024-05-27 14:57:41,159
2024-05-27 14:57:43,163
2024-05-27 14:57:45,162
2024-05-27 14:57:47,159
2024-05-27 14:57:49,161
2024-05-27 14:57:51,163
2024-05-27 14:57:53,157
2024-05-27 14:57:55,162
2024-05-27 14:57:57,163
2024-05-27 14:57:59,162
2024-05-27 14:58:01,159
2024-05-27 14:58:03,160
2024-05-27 14:58:05,157
2024-05-27 14:58:07,161
2024-05-27 14:58:09,161
2024-05-27 14:58:11,161
2024-05-27 14:58:13,159
2024-05-27 14:58:15,161
2024-05-27 14:58:17,158
2024-05-27 14:58:19,158
2024-05-27 14:58:21,160
2024-05-27 14:58:23,161
2024-05-27 14:58:25,161
2024-05-27 14:58:27,159
2024-05-27 14:58:29,161
2024-05-27 14:58:31,160
2024-05-27 14:58:33,159
2024-05-27 14:58:35,158
2024-05-27 14:58:37,162
2024-05-27 14:58:39,160
2024-05-27 14:58:41,160
2024-05-27 14:58:43,162
2024-05-27 14:58:45,159
2024-05-27 14:58:47,162
2024-05-27 14:58:49,162
2024-05-27 14:58:51,157
2024-05-27 14:58:53,161
2024-05-27 14:58:55,160
2024-05-27 14:58:57,159
2024-05-27 14:58:59,160
2024-05-27 14:59:01,159
2024-05-27 14:59:03,159
2024-05-27 14:59:05,159
2024-05-27 14:59:07,157
2024-05-27 14:59:09,159
2024-05-27 14:59:11,160
2024-05-27 14:59:13,162
2024-05-27 14:59:15,161
2024-05-27 14:59:17,160
2024-05-27 14:59:19,159
2024-05-27 14:59:21,162
2024-05-27 14:59:23,161
2024-05-27 14:59:25,160
2024-05-27 14:59:27,160
2024-05-27 14:59:29,161
2024-05-27 14:59:31,161
2024-05-27 14:59:33,160
2024-05-27 14:59:35,161
2024-05-27 14:59:37,161
2024-05-27 14:59:39,161
2024-05-27 14:59:41,160
2024-05-27 14:59:43,160
2024-05-27 14:59:45,160
2024-05-27 14:59:47,159
2024-05-27 14:59:49,160
2024-05-27 14:59:51,162
2024-05-27 14:59:53,159
2024-05-27 14:59:55,161
2024-05-27 14:59:57,161
2024-05-27 14:59:59,162
2024-05-27 15:00:01,160
2024-05-27 15:00:03,161
2024-05-27 15:00:05,161
2024-05-27 15:00:07,160
2024-05-27 15:00:09,161
2024-05-27 15:00:11,160
2024-05-27 15:00:13,162
2024-05-27 15:00:15,162
2024-05-27 15:00:17,162
2024-05-27 15:00:19,159
2024-05-27 15:00:21,160
2024-05-27 15:00:23,158
2024-05-27 15:00:25,158
2024-05-27 15:00:27,163
2024-05-27 15:00:29,160
2024-05-27 15:00:31,161
2024-05-27 15:00:33,160
2024-05-27 15:00:35,163
2024-05-27 15:00:37,164
2024-05-27 15:00:39,159
2024-05-27 15:00:41,158
2024-05-27 15:00:43,158
2024-05-27 15:00:45,161
2024-05-27 15:00:47,160
2024-05-27 15:00:49,159
2024-05-27 15:00:51,161
2024-05-27 15:00:53,160
2024-05-27 15:00:55,158
2024-05-27 15:00:57,158
2024-05-27 15:00:59,160
2024-05-27 15:01:01,159
2024-05-27 15:01:03,159
2024-05-27 15:01:05,160
2024-05-27 15:01:07,160
2024-05-27 15:01:09,161
2024-05-27 15:01:11,159
2024-05-27 15:01:13,159
2024-05-27 15:01:15,159
2024-05-27 15:01:17,160
2024-05-27 15:01:19,161
2024-05-27 15:01:21,160
2024-05-27 15:01:23,158
2024-05-27 15:01:25,162
2024-05-27 15:01:27,159
2024-05-27 15:01:29,159
2024-05-27 15:01:31,160
2024-05-27 15:01:33,161
2024-05-27 15:01:35,161
2024-05-27 15:01:37,161
2024-05-27 15:01:39,160
2024-05-27 15:01:41,159
2024-05-27 15:01:43,158
2024-05-27 15:01:45,162
2024-05-27 15:01:47,163
2024-05-27 15:01:49,161
2024-05-27 15:01:51,159
2024-05-27 15:01:53,161
2024-05-27 15:01:55,159
2024-05-27 15:01:57,160
2024-05-27 15:01:59,163
2024-05-27 15:02:01,160
2024-05-27 15:02:03,160
2024-05-27 15:02:05,161
2024-05-27 15:02:07,161
2024-05-27 15:02:09,160
2024-05-27 15:02:11,161
2024-05-27 15:02:13,161
2024-05-27 15:02:15,163
2024-05-27 15:02:17,160
2024-05-27 15:02:19,162
2024-05-27 15:02:21,162
2024-05-27 15:02:23,160
2024-05-27 15:02:25,161
2024-05-27 15:02:27,160
2024-05-27 15:02:29,160
2024-05-27 15:02:31,159
2024-05-27 15:02:33,159
2024-05-27 15:02:35,163
2024-05-27 15:02:37,160
2024-05-27 15:02:39,159
2024-05-27 15:02:41,161
2024-05-27 15:02:43,160
2024-05-27 15:02:45,161
2024-05-27 15:02:47,163
2024-05-27 15:02:49,163
2024-05-27 15:02:51,161
2024-05-27 15:02:53,161
2024-05-27 15:02:55,160
2024-05-27 15:02:57,159
2024-05-27 15:02:59,160
2024-05-27 15:03:01,160
2024-05-27 15:03:03,159
2024-05-27 15:03:05,161
2024-05-27 15:03:07,159
2024-05-27 15:03:09,160
2024-05-27 15:03:11,160
2024-05-27 15:03:13,160
2024-05-27 15:03:15,161
2024-05-27 15:03:17,160
2024-05-27 15:03:19,160
2024-05-27 15:03:21,157
2024-05-27 15:03:23,164
2024-05-27 15:03:25,161
2024-05-27 15:03:27,162
2024-05-27 15:03:29,161
2024-05-27 15:03:31,161
2024-05-27 15:03:33,160
2024-05-27 15:03:35,160
2024-05-27 15:03:37,158
2024-05-27 15:03:39,161
2024-05-27 15:03:41,159
2024-05-27 15:03:43,160
2024-05-27 15:03:45,159
2024-05-27 15:03:47,162
2024-05-27 15:03:49,160
2024-05-27 15:03:51,161
2024-05-27 15:03:53,161
2024-05-27 15:03:55,161
2024-05-27 15:03:57,160
2024-05-27 15:03:59,159
2024-05-27 15:04:01,163
2024-05-27 15:04:03,159
2024-05-27 15:04:05,162
2024-05-27 15:04:07,159
2024-05-27 15:04:09,158
2024-05-27 15:04:11,161
2024-05-27 15:04:13,158
2024-05-27 15:04:15,162
2024-05-27 15:04:17,159
2024-05-27 15:04:19,162
2024-05-27 15:04:21,162
2024-05-27 15:04:23,161
2024-05-27 15:04:25,161
2024-05-27 15:04:27,162
2024-05-27 15:04:29,161
2024-05-27 15:04:31,160
2024-05-27 15:04:33,162
2024-05-27 15:04:35,160
2024-05-27 15:04:37,158
2024-05-27 15:04:39,158
2024-05-27 15:04:41,161
2024-05-27 15:04:43,160
2024-05-27 15:04:45,162
2024-05-27 15:04:47,161
2024-05-27 15:04:49,158
2024-05-27 15:04:51,161
2024-05-27 15:04:53,162
2024-05-27 15:04:55,161
2024-05-27 15:04:57,161
2024-05-27 15:04:59,162
2024-05-27 15:05:01,157
2024-05-27 15:05:03,161
2024-05-27 15:05:05,161
2024-05-27 15:05:07,160
2024-05-27 15:05:09,159
2024-05-27 15:05:11,160
2024-05-27 15:05:13,161
2024-05-27 15:05:15,159
2024-05-27 15:05:17,160
2024-05-27 15:05:19,159
2024-05-27 15:05:21,161
2024-05-27 15:05:23,158
2024-05-27 15:05:25,160
2024-05-27 15:05:27,158
2024-05-27 15:05:29,159
2024-05-27 15:05:31,161
2024-05-27 15:05:33,162
2024-05-27 15:05:35,161
2024-05-27 15:05:37,161
2024-05-27 15:05:39,161
2024-05-27 15:05:41,161
2024-05-27 15:05:43,161
2024-05-27 15:05:45,160
2024-05-27 15:05:47,159
2024-05-27 15:05:49,163
2024-05-27 15:05:51,160
2024-05-27 15:05:53,161
2024-05-27 15:05:55,159
2024-05-27 15:05:57,161
2024-05-27 15:05:59,160
2024-05-27 15:06:01,162
2024-05-27 15:06:03,162
2024-05-27 15:06:05,159
2024-05-27 15:06:07,162
2024-05-27 15:06:09,160
2024-05-27 15:06:11,160
2024-05-27 15:06:13,161
2024-05-27 15:06:15,160
2024-05-27 15:06:17,162
2024-05-27 15:06:19,157
2024-05-27 15:06:21,160
2024-05-27 15:06:23,163
2024-05-27 15:06:25,161
2024-05-27 15:06:27,162
2024-05-27 15:06:29,161
2024-05-27 15:06:31,161
2024-05-27 15:06:33,159
2024-05-27 15:06:35,159
2024-05-27 15:06:37,159
2024-05-27 15:06:39,159
2024-05-27 15:06:41,161
2024-05-27 15:06:43,160
2024-05-27 15:06:45,161
2024-05-27 15:06:47,160
2024-05-27 15:06:49,161
2024-05-27 15:06:51,161
2024-05-27 15:06:53,161
2024-05-27 15:06:55,159
2024-05-27 15:06:57,158
2024-05-27 15:06:59,160
2024-05-27 15:07:01,164
2024-05-27 15:07:03,160
2024-05-27 15:07:05,162
2024-05-27 15:07:07,161
2024-05-27 15:07:09,159
2024-05-27 15:07:11,162
2024-05-27 15:07:13,159
2024-05-27 15:07:15,162
2024-05-27 15:07:17,160
2024-05-27 15:07:19,159
2024-05-27 15:07:21,159
2024-05-27 15:07:23,159
2024-05-27 15:07:25,158
2024-05-27 15:07:27,162
2024-05-27 15:07:29,160
2024-05-27 15:07:31,162
2024-05-27 15:07:33,162
2024-05-27 15:07:35,160
2024-05-27 15:07:37,157
2024-05-27 15:07:39,161
2024-05-27 15:07:41,161
2024-05-27 15:07:43,159
2024-05-27 15:07:45,163
2024-05-27 15:07:47,161
2024-05-27 15:07:49,162
2024-05-27 15:07:51,163
2024-05-27 15:07:53,159
2024-05-27 15:07:55,161
2024-05-27 15:07:57,159
2024-05-27 15:07:59,159
2024-05-27 15:08:01,160
2024-05-27 15:08:03,161
2024-05-27 15:08:05,163
2024-05-27 15:08:07,161
2024-05-27 15:08:09,159
2024-05-27 15:08:11,160
2024-05-27 15:08:13,163
2024-05-27 15:08:15,160
2024-05-27 15:08:17,162
2024-05-27 15:08:19,160
2024-05-27 15:08:21,160
2024-05-27 15:08:23,161
2024-05-27 15:08:25,162
2024-05-27 15:08:27,160
2024-05-27 15:08:29,161
2024-05-27 15:08:31,160
2024-05-27 15:08:33,160
2024-05-27 15:08:35,161
2024-05-27 15:08:37,161
2024-05-27 15:08:39,159
2024-05-27 15:08:41,158
2024-05-27 15:08:43,159
2024-05-27 15:08:45,159
2024-05-27 15:08:47,160
2024-05-27 15:08:49,160
2024-05-27 15:08:51,161
2024-05-27 15:08:53,161
2024-05-27 15:08:55,157
2024-05-27 15:08:57,160
2024-05-27 15:08:59,159
2024-05-27 15:09:01,159
2024-05-27 15:09:03,159
2024-05-27 15:09:05,161
2024-05-27 15:09:07,160
2024-05-27 15:09:09,160
2024-05-27 15:09:11,159
2024-05-27 15:09:13,157
2024-05-27 15:09:15,159
2024-05-27 15:09:17,161
2024-05-27 15:09:19,160
2024-05-27 15:09:21,160
2024-05-27 15:09:23,159
2024-05-27 15:09:25,161
2024-05-27 15:09:27,159
2024-05-27 15:09:29,158
2024-05-27 15:09:31,161
2024-05-27 15:09:33,159
2024-05-27 15:09:35,161
2024-05-27 15:09:37,160
2024-05-27 15:09:39,160
2024-05-27 15:09:41,159
2024-05-27 15:09:43,157
2024-05-27 15:09:45,159
2024-05-27 15:09:47,161
2024-05-27 15:09:49,158
2024-05-27 15:09:51,158
2024-05-27 15:09:53,164
2024-05-27 15:09:55,161
2024-05-27 15:09:57,163
2024-05-27 15:09:59,161
2024-05-27 15:10:01,161
2024-05-27 15:10:03,160
2024-05-27 15:10:05,161
2024-05-27 15:10:07,158
2024-05-27 15:10:09,161
2024-05-27 15:10:11,162
2024-05-27 15:10:13,158
2024-05-27 15:10:15,158
2024-05-27 15:10:17,159
2024-05-27 15:10:19,159
2024-05-27 15:10:21,160
2024-05-27 15:10:23,159
2024-05-27 15:10:25,162
2024-05-27 15:10:27,159
2024-05-27 15:10:29,159
2024-05-27 15:10:31,161
2024-05-27 15:10:33,159
2024-05-27 15:10:35,161
2024-05-27 15:10:37,159
2024-05-27 15:10:39,160
2024-05-27 15:10:41,160
2024-05-27 15:10:43,159
2024-05-27 15:10:45,159
2024-05-27 15:10:47,160
2024-05-27 15:10:49,160
2024-05-27 15:10:51,161
2024-05-27 15:10:53,160
2024-05-27 15:10:55,161
2024-05-27 15:10:57,159
2024-05-27 15:10:59,160
2024-05-27 15:11:01,160
2024-05-27 15:11:03,158
2024-05-27 15:11:05,161
2024-05-27 15:11:07,160
2024-05-27 15:11:09,159
2024-05-27 15:11:11,159
2024-05-27 15:11:13,161
2024-05-27 15:11:15,158
2024-05-27 15:11:17,160
2024-05-27 15:11:19,160
2024-05-27 15:11:21,162
2024-05-27 15:11:23,158
2024-05-27 15:11:25,160
2024-05-27 15:11:27,161
2024-05-27 15:11:29,160
2024-05-27 15:11:31,160
2024-05-27 15:11:33,161
2024-05-27 15:11:35,160
2024-05-27 15:11:37,161
2024-05-27 15:11:39,160
2024-05-27 15:11:41,163
2024-05-27 15:11:43,160
2024-05-27 15:11:45,160
2024-05-27 15:11:47,160
2024-05-27 15:11:49,161
2024-05-27 15:11:51,159
2024-05-27 15:11:53,160
2024-05-27 15:11:55,158
2024-05-27 15:11:57,161
2024-05-27 15:11:59,159
2024-05-27 15:12:01,159
2024-05-27 15:12:03,158
2024-05-27 15:12:05,161
2024-05-27 15:12:07,163
2024-05-27 15:12:09,162
2024-05-27 15:12:11,159
2024-05-27 15:12:13,161
2024-05-27 15:12:15,161
2024-05-27 15:12:17,159
2024-05-27 15:12:19,161
2024-05-27 15:12:21,161
2024-05-27 15:12:23,161
2024-05-27 15:12:25,161
2024-05-27 15:12:27,161
2024-05-27 15:12:29,160
2024-05-27 15:12:31,159
2024-05-27 15:12:33,160
2024-05-27 15:12:35,159
2024-05-27 15:12:37,160
2024-05-27 15:12:39,161
2024-05-27 15:12:41,157
2024-05-27 15:12:43,162
2024-05-27 15:12:45,157
2024-05-27 15:12:47,161
2024-05-27 15:12:49,159
2024-05-27 15:12:51,161
2024-05-27 15:12:53,159
2024-05-27 15:12:55,160
2024-05-27 15:12:57,161
2024-05-27 15:12:59,161
2024-05-27 15:13:01,159
2024-05-27 15:13:03,164
2024-05-27 15:13:05,162
